Position,Player,Age,Market Value,Club,Gameday,H/A,Status,Match ID
Attacking Midfield,Petar Pusic,23,€800k,Grasshopper Club Zurich,"1. Matchday | Wed, 8/10/22   |  7:00 PM",Away,Substitute,3840899
Attacking Midfield,Dion Kacuri,18,€200k,Grasshopper Club Zurich,"1. Matchday | Wed, 8/10/22   |  7:00 PM",Away,Substitute,3840899
Attacking Midfield,Meritan Shabani,23,€300k,Grasshopper Club Zurich,"1. Matchday | Wed, 8/10/22   |  7:00 PM",Away,Substitute,3840899
Centre-Forward,Francis Momoh,21,€900k,Grasshopper Club Zurich,"1. Matchday | Wed, 8/10/22   |  7:00 PM",Away,Substitute,3840899
Goalkeeper,Yanick Brecher,29,€1.50m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Centre-Back,Karol Mets,29,€900k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Centre-Back,Lindrit Kamberi,22,€600k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Left-Back,Adrián Guerrero,24,€3.00m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Right-Back,Nikola Boranijasevic,30,€2.00m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Defensive Midfield,Cheick Condé,21,€500k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Defensive Midfield,Stephan Seiler,21,€600k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Right Midfield,Akaki Gogia,30,€500k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Left Midfield,Jonathan Okita,25,€800k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Centre-Forward,Antonio Marchesano,31,€1.50m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Centre-Forward,Aiyegun Tosin,24,€2.00m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Starting,3840900
Goalkeeper,Zivko Kostadinovic,30,€300k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Centre-Back,Fidan Aliti,28,€2.00m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Centre-Back,Mirlind Kryeziu,25,€1.70m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Centre-Back,Marc Hornschuh,31,€400k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Central Midfield,Blerim Dzemaili,36,€200k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Attacking Midfield,Bledian Krasniqi,21,€1.20m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Left Winger,Wilfried Gnonto,18,€10.00m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Right Winger,Fabian Rohner,23,€600k,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Centre-Forward,Ivan Santini,33,€1.50m,FC Zürich,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Home,Substitute,3840900
Goalkeeper,Marius Müller,29,€1.00m,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Centre-Back,Denis Simani,30,€250k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Centre-Back,Marco Burch,21,€4.30m,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Left-Back,Martin Frydek,30,€400k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Right-Back,Pius Dorn,25,€400k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Defensive Midfield,Ardon Jashari,19,€1.00m,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Defensive Midfield,Nicky Beloko,22,€350k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Right Midfield,Ibrahima Ndiaye,24,€800k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Left Midfield,Asumah Abubakar,25,€900k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Centre-Forward,Joaquín Ardaiz,23,€500k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Centre-Forward,Dejan Sorgic,32,€200k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Starting,3840900
Goalkeeper,Vaso Vasic,32,€250k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Centre-Back,Luca Jaquez,19,€100k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Left-Back,Leny Meyer,18,,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Right-Back,Mohamed Dräger,26,€1.30m,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Central Midfield,Christian Gentner,36,€250k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Central Midfield,Lorik Emini,22,€800k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Left Midfield,Pascal Schürpf,33,€250k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Attacking Midfield,Samuele Campo,27,€500k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Attacking Midfield,Jakub Kadák,21,€600k,FC Luzern,"2. Matchday | Sat, 7/23/22   |  6:00 PM",Away,Substitute,3840900
Goalkeeper,Lawrence Ati Zigi,25,€2.50m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Centre-Back,Matej Maglica,23,€900k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Centre-Back,Basil Stillhart,28,€500k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Left-Back,Isaac Schmidt,22,€1.20m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Right-Back,Patrick Sutter,23,€500k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Central Midfield,Jordi Quintillà,28,€1.50m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Central Midfield,Fabian Schubert,27,€500k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Right Midfield,Lukas Görtler,28,€1.50m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Left Midfield,Víctor Ruiz,28,€1.00m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Centre-Forward,Julian Von Moos,21,€1.00m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Centre-Forward,Jérémy Guillemenot,24,€700k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Starting,3840901
Goalkeeper,Lukas Watkowiak,26,€200k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Centre-Back,Musah Nuhu,25,€200k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Centre-Back,Leonidas Stergiou,20,€6.00m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Left-Back,Daouda Guindo,19,€1.50m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Defensive Midfield,David Jacovic,21,€100k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Left Midfield,Christian Witzig,21,€100k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Right Winger,Chadrac Akolo,27,€1.00m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Centre-Forward,Alessio Besio,18,€1.70m,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Centre-Forward,Emmanuel Latte Lath,23,€300k,FC St. Gallen 1879,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Home,Substitute,3840901
Goalkeeper,Jozef Pukaj,22,€150k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Centre-Back,Granit Lekaj,32,€100k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Centre-Back,Roy Gelmi,27,€400k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Left-Back,Tobias Schättin,25,€250k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Right-Back,Michael Gonçalves,27,€200k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Defensive Midfield,Remo Arnold,25,€200k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Defensive Midfield,Thibault Corbaz,28,€300k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Right Midfield,Samir Ramizi,30,€275k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Left Midfield,Matteo Di Giusto,21,€400k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Attacking Midfield,Francisco Rodríguez,26,€250k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Centre-Forward,Roman Buess,29,€450k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Starting,3840901
Goalkeeper,Timothy Fayulu,22,€600k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Left-Back,Souleymane Diaby,22,€300k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Right-Back,Adrian Gantenbein,21,€350k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Defensive Midfield,Gezim Pepsi,24,€200k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Defensive Midfield,Eris Abedini,23,€200k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Right Midfield,Samuel Ballet,21,€350k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Left Midfield,Carmine Chiappetta,19,€150k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Centre-Forward,Neftali Manzambi,25,€450k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Centre-Forward,Florian Kamberi,27,€550k,FC Winterthur,"2. Matchday | Sat, 7/23/22   |  8:30 PM",Away,Substitute,3840901
Goalkeeper,Marwin Hitz,34,€1.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Centre-Back,Arnau Comas,22,€1.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Centre-Back,Kasim Adams,27,€1.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Left-Back,Andy Pelmard,22,€4.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Right-Back,Michael Lang,31,€600k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Defensive Midfield,Wouter Burger,21,€1.30m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Defensive Midfield,Fabian Frei,33,€500k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Right Midfield,Dan Ndoye,21,€4.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Left Midfield,Liam Millar,22,€3.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Attacking Midfield,Zeki Amdouni,21,€2.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Centre-Forward,Ádám Szalai,34,€500k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Starting,3840902
Goalkeeper,Mirko Salvi,28,€150k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Centre-Back,Nasser Djiga,19,€500k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Left-Back,Andrea Padula,26,€500k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Right-Back,Sergio López,23,€1.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Central Midfield,Andy Diouf,19,€500k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Central Midfield,Liam Chipperfield,18,€750k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Right Midfield,Darian Males,21,€3.00m,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Left Winger,Sayfallah Ltaief,22,€350k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Centre-Forward,Tician Tushi,21,€300k,FC Basel 1893,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Home,Substitute,3840902
Goalkeeper,Jérémy Frick,29,€500k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Centre-Back,Yoan Severin,25,€600k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Centre-Back,Nicolas Vouilloz,21,€1.40m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Left-Back,Gaël Clichy,36,€200k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Right-Back,Moritz Bauer,30,€400k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Defensive Midfield,David Douline,29,€400k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Central Midfield,Timothé Cognat,24,€2.80m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Central Midfield,Alexis Antunes,21,€700k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Left Winger,Patrick Pflücke,25,€700k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Right Winger,Ronny Rodelin,32,€300k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Centre-Forward,Chris Bedia,26,€1.10m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Starting,3840902
Goalkeeper,Edin Omeragic,20,€250k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Centre-Back,Steve Rouiller,32,€400k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Centre-Back,Diogo Monteiro,17,€100k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Left-Back,Valton Behrami,18,€100k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Right-Back,Théo Magnin,18,,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Central Midfield,Théo Valls,26,€2.00m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Left Winger,Boubacar Fofana,23,€1.00m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Right Winger,Miroslav Stevanovic,31,€2.00m,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Centre-Forward,Dimitri Oberlin,24,€300k,Servette FC,"2. Matchday | Sun, 7/24/22   |  2:15 PM",Away,Substitute,3840902
Goalkeeper,André Moreira,26,€1.00m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Centre-Back,Ayumu Seko,22,€1.30m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Centre-Back,Georg Margreitter,33,€300k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Centre-Back,Noah Loosli,25,€800k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Defensive Midfield,Tsiy Ndenge,25,€300k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Right Midfield,Bendegúz Bolla,22,€3.00m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Left Midfield,Dominik Schmid,24,€1.20m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Attacking Midfield,Amir Abrashi,32,€400k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Attacking Midfield,Hayao Kawabe,26,€1.50m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Centre-Forward,Giotto Morandi,23,€900k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Centre-Forward,Francis Momoh,21,€900k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840903
Goalkeeper,Justin Hammel,21,€350k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Left-Back,Lei Li,30,€600k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Right-Back,Nadjack,28,€250k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Central Midfield,Christian Herc,23,€1.90m,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Left Midfield,Filipe de Carvalho,18,€400k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Attacking Midfield,Petar Pusic,23,€800k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Attacking Midfield,Dion Kacuri,18,€200k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Attacking Midfield,Meritan Shabani,23,€300k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Centre-Forward,Renat Dadashov,23,€350k,Grasshopper Club Zurich,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840903
Goalkeeper,Amir Saipi,22,€1.20m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Centre-Back,Reto Ziegler,36,€100k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Centre-Back,Lukas Mai,22,€1.00m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Centre-Back,Adrian Durrer,21,€300k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Defensive Midfield,Ousmane Doumbia,30,€1.20m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Defensive Midfield,Jonathan Sabbatini,34,€300k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Right Midfield,Hicham Mahou,23,€800k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Left Midfield,Milton Valenzuela,23,€1.50m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Attacking Midfield,Maren Haile-Selassie,23,€600k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Attacking Midfield,Mattia Bottani,31,€500k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Centre-Forward,Zan Celar,23,€1.20m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840903
Goalkeeper,Sebastian Osigwe,28,€400k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Centre-Back,Albian Hajdari,19,€300k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Centre-Back,Leonid Srdic,20,€100k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Centre-Back,Noah De Queiroz,19,€100k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Right-Back,Allan Arigoni,23,€1.00m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Defensive Midfield,Mohamed Belhadj Mahmoud,22,€400k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Central Midfield,Uran Bislimi,22,€400k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Centre-Forward,Alessandro Casciato,22,€100k,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Centre-Forward,Mohamed Amoura,22,€1.20m,FC Lugano,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Substitute,3840903
Goalkeeper,Heinz Lindner,32,€1.20m,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Centre-Back,Nathanaël Saintini,22,€500k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Centre-Back,Dimitri Cavaré,27,€700k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Left-Back,Dennis Iapichino,31,€200k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Right-Back,Numa Lavanchy,28,€800k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Defensive Midfield,Anto Grgic,25,€1.70m,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Right Midfield,Denis Will Poha,25,€800k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Left Midfield,Musa Araz,28,€200k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Attacking Midfield,Baltazar,22,€800k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Centre-Forward,Itaitinga,23,€600k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Centre-Forward,Filip Stojilkovic,22,€1.30m,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Starting,3840904
Goalkeeper,Kevin Fickentscher,34,€150k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Centre-Back,Joël Schmied,23,€500k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Left-Back,Ruben Correia,22,€25k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Central Midfield,José Aguilar,21,€25k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Central Midfield,Luca Zuffi,32,€300k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Left Winger,Ilyas Chouaref,21,€800k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Left Winger,Kevin Bua,28,€400k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Centre-Forward,Giovanni Sio,33,€300k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Centre-Forward,Gaëtan Karlen,29,€400k,FC Sion,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Home,Substitute,3840904
Goalkeeper,David von Ballmoos,27,€2.50m,BSC Young Boys,"2. Matchday | Sun, 7/24/22   |  4:30 PM",Away,Starting,3840904
