Position,Player,Age,Market Value,Club,Gameday,H/A,Status,Match ID
Centre-Back,Yoan Severin,26,€900k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Centre-Back,Steve Rouiller,33,€300k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Left-Back,Anthony Baron,30,€300k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Right-Back,Keigo Tsunemoto,24,€600k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Central Midfield,David Douline,30,€700k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Central Midfield,Timothé Cognat,25,€3.00m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Right Midfield,Miroslav Stevanovic,32,€2.00m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Left Midfield,Dereck Kutesa,25,€1.50m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Centre-Forward,Chris Bedia,27,€2.00m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Centre-Forward,Enzo Crivelli,28,€1.00m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089693
Goalkeeper,Joël Mall,32,€500k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Centre-Back,Nicolas Vouilloz,22,€2.20m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Left-Back,Bradley Mazikou,27,€1.20m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Attacking Midfield,Alexis Antunes,22,€1.00m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Left Winger,Patrick Pflücke,26,€900k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Left Winger,Boubacar Fofana,24,€800k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Right Winger,Alexander Lyng,18,€500k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Right Winger,Ronny Rodelin,33,€100k,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Centre-Forward,Jérémy Guillemenot,25,€1.30m,Servette FC,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089693
Goalkeeper,Lawrence Ati Zigi,26,€2.50m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Centre-Back,Abdoulaye Diaby,23,€325k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Centre-Back,Albert Vallci,28,€1.00m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Left-Back,Isaac Schmidt,23,€1.80m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Right-Back,Mattia Zanotti,20,€800k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Defensive Midfield,Jordi Quintillà,29,€1.30m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Defensive Midfield,Betim Fazliji,24,€700k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Right Midfield,Lukas Görtler,29,€2.00m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Left Midfield,Christian Witzig,22,€800k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Centre-Forward,Julian Von Moos,22,€1.70m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Centre-Forward,Willem Geubbels,21,€1.80m,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Starting,4089694
Goalkeeper,Lukas Watkowiak,27,€200k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Centre-Back,Justin Janitzek,19,€500k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Right-Back,Patrick Sutter,24,€400k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Central Midfield,Mihailo Stevanovic,21,€300k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Attacking Midfield,Richard van der Venne,31,€500k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Attacking Midfield,Grégory Karlen,28,€300k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Right Winger,Chadrac Akolo,28,€800k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Right Winger,Albin Krasniqi,20,€125k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Centre-Forward,Nikolaj Möller,21,€250k,FC St. Gallen 1879,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Home,Substitute,4089694
Goalkeeper,Marwin Hitz,35,€500k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Centre-Back,Finn van Breemen,20,€800k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Centre-Back,Arnau Comas,23,€1.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Left-Back,Riccardo Calafiori,21,€4.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Right-Back,Sergio López,24,€1.40m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Defensive Midfield,Wouter Burger,22,€4.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Defensive Midfield,Fabian Frei,34,€200k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Right Midfield,Jonathan Dubasin,23,€1.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Left Midfield,Dan Ndoye,22,€3.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Attacking Midfield,Jean-Kévin Augustin,26,€1.30m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Centre-Forward,Thierno Barry,20,€1.30m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Starting,4089694
Goalkeeper,Mirko Salvi,29,€100k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Centre-Back,Nasser Djiga,20,€700k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Left-Back,Dominik Schmid,25,€2.50m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Right-Back,Michael Lang,32,€400k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Defensive Midfield,Leon Avdullahu,19,€100k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Attacking Midfield,Adriano Onyegbule,17,€200k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Left Winger,Liam Millar,23,€1.70m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Left Winger,Anton Kade,19,€1.00m,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Centre-Forward,Andrin Hunziker,20,€350k,FC Basel 1893,"1. Matchday | Sat, 7/22/23   |  6:00 PM",Away,Substitute,4089694
Goalkeeper,Markus Kuster,29,€600k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Centre-Back,Basil Stillhart,29,€500k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Centre-Back,Yannick Schmid,28,€500k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Left-Back,Souleymane Diaby,23,€500k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Right-Back,Silvan Sidler,25,€400k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Defensive Midfield,Luca Zuffi,33,€100k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Defensive Midfield,Alexandre Jankewitz,21,€500k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Right Midfield,Samuel Ballet,22,€400k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Left Midfield,Nishan Burkart,23,€500k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Attacking Midfield,Matteo Di Giusto,22,€1.00m,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Centre-Forward,Aldin Turkes,27,€150k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Starting,4089695
Goalkeeper,Jozef Pukaj,23,€200k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Centre-Back,Remo Arnold,26,€300k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Left-Back,Tobias Schättin,26,€300k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Right-Back,Michael Gonçalves,28,€200k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Defensive Midfield,Thibault Corbaz,29,€200k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Left Midfield,Samir Ramizi,31,€300k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Attacking Midfield,Randy Schneider,21,€400k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Left Winger,Sayfallah Ltaief,23,€400k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Centre-Forward,Roman Buess,30,€200k,FC Winterthur,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Home,Substitute,4089695
Goalkeeper,Pascal Loretz,20,€800k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Centre-Back,Ismajl Beka,23,€800k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Centre-Back,Marco Burch,22,€4.00m,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Left-Back,Martin Frydek,31,€500k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Right-Back,Severin Ottiger,20,€800k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Defensive Midfield,Nicky Beloko,23,€2.40m,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Central Midfield,Pius Dorn,26,€1.20m,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Central Midfield,Max Meyer,27,€3.00m,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Right Midfield,Kevin Spadanuda,26,€700k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Left Midfield,Teddy Okou,25,€750k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Centre-Forward,Lars Villiger,20,€400k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Starting,4089695
Goalkeeper,Vaso Vasic,33,€200k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Centre-Back,Denis Simani,31,€200k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Centre-Back,Luca Jaquez,20,€600k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Right-Back,Dario Ulrich,25,€300k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Central Midfield,Noah Rupp,19,€400k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Attacking Midfield,Jakub Kadák,22,€600k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Left Winger,Luuk Breedijk,19,€400k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Centre-Forward,Asumah Abubakar,26,€400k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Centre-Forward,Kemal Ademi,27,€500k,FC Luzern,"1. Matchday | Sat, 7/22/23   |  8:30 PM",Away,Substitute,4089695
Goalkeeper,Anthony Racioppi,24,€1.70m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Centre-Back,Mohamed Camara,25,€4.20m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Centre-Back,Fabian Lustenberger,35,€200k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Left-Back,Loris Benito,31,€500k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Right-Back,Saidy Janko,27,€1.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Defensive Midfield,Cheikh Niasse,23,€2.80m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Right Midfield,Filip Ugrinic,24,€2.70m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Left Midfield,Joël Monteiro,23,€700k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Attacking Midfield,Fabian Rieder,21,€15.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Centre-Forward,Meschack Elia,25,€5.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Centre-Forward,Jean-Pierre Nsame,30,€3.50m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089696
Goalkeeper,Marvin Keller,21,€800k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Centre-Back,Aurèle Amenda,19,€2.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Right-Back,Lewin Blum,21,€1.80m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Defensive Midfield,Miguel Chaiwa,19,€600k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Central Midfield,Lukasz Lakomy,22,€2.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Right Midfield,Donat Rrudhani,24,€700k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Left Midfield,Kastriot Imeri,23,€6.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Centre-Forward,Cedric Itten,26,€4.00m,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Centre-Forward,Silvere Ganvoula,27,€600k,BSC Young Boys,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089696
Goalkeeper,Thomas Castella,30,€400k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Centre-Back,Anel Husic,22,€600k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Centre-Back,Noë Dussenne,31,€800k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Left-Back,Archie Brown,21,€700k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Right-Back,Raoul Giger,25,€400k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Defensive Midfield,Antoine Bernede,24,€1.00m,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Central Midfield,Olivier Custodio,28,€400k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Central Midfield,Alvyn Sanches,20,€800k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Left Winger,Rares Ilie,20,€2.50m,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Right Winger,Aliou Baldé,20,€800k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Centre-Forward,Kaly Sène,22,€700k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089696
Goalkeeper,Raphael Spiegel,30,€200k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Centre-Back,Berkay Dabanli,33,€200k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Centre-Back,Simone Grippo,34,€50k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Left-Back,Chris Kablan,28,€200k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Defensive Midfield,Mayka Okuka,20,€350k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Central Midfield,Stjepan Kukuruzovic,34,€200k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Left Midfield,Toichi Suzuki,23,€500k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Left Midfield,Dominik Schwizer,27,€300k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Left Winger,Trae Coyle,22,€400k,FC Lausanne-Sport,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089696
Goalkeeper,Yanick Brecher,30,€800k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Centre-Back,Fabio Daprelà,32,€200k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Centre-Back,Lindrit Kamberi,23,€700k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Centre-Back,Nikola Katic,26,€900k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Central Midfield,Cheick Condé,22,€1.60m,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Central Midfield,Ifeanyi Mathew,26,€800k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Right Midfield,Nikola Boranijasevic,31,€700k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Left Midfield,Adrián Guerrero,25,€1.70m,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Left Winger,Jonathan Okita,26,€1.30m,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Right Winger,Fabian Rohner,24,€300k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Centre-Forward,Daniel Afriyie,22,€300k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Starting,4089697
Goalkeeper,Zivko Kostadinovic,31,€200k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Centre-Back,Mirlind Kryeziu,26,€400k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Centre-Back,Silvan Wallner,21,€300k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Centre-Back,Marc Hornschuh,32,€200k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Right-Back,Selmin Hodza,20,€300k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Attacking Midfield,Bledian Krasniqi,22,€1.00m,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Left Winger,Donis Avdijaj,26,€800k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Centre-Forward,Junior Ligue,18,€700k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Centre-Forward,Ivan Santini,34,€200k,FC Zürich,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Home,Substitute,4089697
Goalkeeper,Kevin Martin,28,€300k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Centre-Back,Mohamed Tijani,26,€400k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Centre-Back,Breston Malula,22,€450k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Left-Back,William Le Pogam,30,€250k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Right-Back,Anthony Sauthier,32,€150k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Central Midfield,Boris Céspedes,28,€400k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Central Midfield,Néhemie Lusuena,25,€200k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Right Midfield,Mihael Klepac,25,€400k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Left Midfield,Mauro Rodrigues,22,€250k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Centre-Forward,Kevin Carlos,22,€300k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Centre-Forward,Brian Beyer,26,€350k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Starting,4089697
Goalkeeper,Mirco Mazzeo,23,€50k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089697
Centre-Back,Dario Del Fabro,28,€400k,Yverdon Sport FC,"1. Matchday | Sun, 7/23/23   |  4:30 PM",Away,Substitute,4089697
